16
10	11	9	12	14	15	13	16	3	1	4	2	-1	6	8	7
6	7	5	8	2	3	1	4	15	13	16	14	-1	10	12	11
14	15	13	16	6	7	5	8	11	9	12	10	1	2	4	3
-1	-1	1	4	10	11	9	12	7	5	8	6	13	14	16	15
4	1	16	6	11	12	15	14	9	8	-1	3	2	13	7	5
9	10	8	5	4	1	2	3	13	16	7	15	14	11	-1	12
7	12	3	13	5	10	8	6	2	11	14	1	-1	16	9	-1
11	2	14	15	13	16	7	-1	12	6	5	4	8	3	-1	10
15	14	11	1	7	4	12	-1	5	2	6	16	3	9	10	8
12	13	4	2	16	9	14	10	-1	3	11	7	6	5	15	1
-1	9	6	7	1	8	3	2	14	10	15	12	11	4	13	16
8	16	-1	3	15	5	6	11	1	4	13	9	7	12	14	2
16	8	7	9	3	13	10	15	4	14	-1	11	12	1	5	6
3	5	12	11	8	6	4	1	16	15	-1	13	10	7	2	14
1	6	15	14	9	2	-1	7	10	12	3	5	4	8	11	13
13	4	2	10	12	14	11	5	6	7	1	-1	16	15	3	9
