25
25	3	8	5	19	-1	4	22	14	9	16	20	12	11	7	23	21	2	17	6	18	1	15	13	24
10	20	16	11	13	21	17	5	24	12	22	8	6	19	23	15	4	25	1	18	2	7	3	9	14
9	12	1	21	22	16	6	2	13	18	17	14	4	15	5	3	8	19	24	7	23	25	10	11	20
-1	18	2	4	15	1	7	25	23	11	3	13	21	24	10	12	5	16	20	9	17	8	22	6	19
23	17	6	-1	24	8	19	20	15	-1	1	-1	9	18	25	11	22	13	10	14	12	-1	16	21	4
22	10	25	16	8	14	2	17	7	24	19	4	15	6	20	13	1	5	3	12	11	-1	21	23	-1
6	5	19	14	-1	23	10	13	25	15	11	17	8	7	18	20	9	22	21	24	4	16	12	1	-1
24	23	15	-1	12	20	3	4	19	1	9	21	-1	2	16	17	25	10	7	11	5	6	-1	14	8
7	21	9	1	20	11	8	16	12	6	5	10	25	13	3	2	18	4	14	23	15	24	19	17	22
4	11	17	13	3	22	-1	9	21	5	24	12	23	14	1	19	6	15	8	16	7	10	25	20	2
17	22	18	-1	14	6	24	10	1	7	21	9	19	8	13	16	2	12	25	4	3	20	11	5	15
13	6	10	20	5	12	11	15	16	8	18	7	17	4	14	9	19	21	22	3	1	23	2	24	25
11	24	7	15	1	4	13	-1	3	-1	25	5	16	20	2	10	17	14	6	8	22	19	18	12	9
2	8	21	12	16	9	25	19	5	17	15	23	3	22	24	18	7	1	11	20	13	14	6	4	10
19	9	4	3	25	18	20	14	22	2	10	6	1	12	11	5	15	24	23	13	16	21	17	8	7
3	4	12	10	-1	7	16	18	20	22	14	11	5	25	6	1	24	8	2	17	21	15	23	19	13
16	19	5	22	23	2	15	21	11	10	13	1	24	9	-1	6	12	20	4	25	14	18	7	3	17
1	25	13	2	17	24	12	3	4	19	7	15	10	23	22	21	14	18	9	5	20	11	8	16	6
18	7	24	8	21	13	9	1	6	14	4	19	20	3	17	22	11	23	16	15	25	2	5	10	12
15	14	20	6	-1	25	5	8	17	23	2	16	18	21	12	7	13	3	19	10	24	4	9	22	1
8	15	23	24	4	19	22	12	18	16	6	3	14	17	9	25	20	7	5	21	10	13	1	2	11
20	-1	22	17	10	3	14	6	9	25	8	-1	7	16	21	4	23	11	13	2	19	12	24	15	5
21	13	14	25	18	15	1	11	10	4	23	24	2	5	19	8	3	9	12	22	6	17	20	7	16
5	2	11	19	7	17	21	24	8	20	12	22	13	-1	15	14	16	6	18	1	9	3	4	25	23
12	16	3	9	6	5	23	7	2	13	20	25	11	1	4	24	10	17	15	19	-1	22	14	-1	21
