16
-1	-1	8	3	6	5	-1	16	7	13	4	12	1	11	14	-1
5	15	1	-1	-1	8	3	7	-1	-1	9	14	2	4	13	12
12	14	2	-1	13	1	-1	9	15	-1	5	-1	3	10	16	8
-1	13	16	11	15	14	10	12	1	2	8	-1	7	-1	-1	5
-1	9	-1	15	14	2	11	1	-1	6	10	8	13	3	12	7
3	-1	10	-1	5	12	6	4	13	-1	16	7	15	-1	2	-1
13	7	-1	2	10	9	8	3	11	-1	12	15	6	16	1	-1
11	6	12	14	7	-1	16	15	4	-1	1	2	5	8	10	9
-1	12	-1	9	16	15	13	-1	2	4	3	1	8	5	-1	6
2	4	3	1	-1	11	9	-1	6	8	-1	5	16	-1	-1	-1
-1	8	7	5	4	3	1	-1	14	-1	-1	13	12	-1	11	10
14	-1	15	13	8	7	5	6	10	12	-1	9	4	1	3	2
15	3	-1	16	1	6	-1	-1	-1	-1	-1	11	10	2	-1	-1
1	5	6	-1	-1	-1	-1	11	3	15	13	10	9	7	8	16
-1	11	13	4	3	10	12	5	9	-1	2	16	14	15	6	1
7	2	14	10	-1	16	15	13	-1	1	-1	4	11	-1	5	3
