25
-1	25	9	5	17	14	-1	13	6	4	1	-1	20	18	11	12	-1	16	21	8	-1	-1	22	15	23
14	20	18	22	2	21	7	16	-1	8	24	-1	13	5	23	3	19	25	4	9	-1	1	12	10	-1
-1	24	6	1	7	-1	15	3	11	5	12	2	4	-1	-1	23	17	14	18	22	-1	-1	8	-1	9
15	-1	12	16	8	23	25	1	2	24	21	19	-1	9	22	20	13	5	10	6	-1	17	4	-1	-1
-1	13	4	3	21	19	9	22	-1	12	14	17	8	10	6	15	-1	1	7	-1	2	16	20	25	5
22	4	10	14	9	1	24	18	15	13	2	21	-1	23	-1	5	-1	19	8	-1	7	-1	11	16	20
-1	-1	21	24	12	7	14	2	3	-1	25	4	18	15	1	11	10	-1	16	-1	-1	-1	19	22	8
25	7	1	23	11	8	19	17	22	6	16	5	9	12	20	-1	14	-1	2	18	10	-1	-1	3	13
20	19	8	15	-1	5	4	12	16	21	13	22	-1	11	10	7	23	-1	6	17	25	9	-1	1	2
2	6	16	13	18	25	20	23	-1	11	-1	8	7	3	24	-1	-1	22	1	12	5	4	15	17	14
21	15	-1	11	10	18	17	14	7	3	-1	-1	-1	6	-1	22	16	23	5	-1	8	-1	9	13	1
1	-1	13	6	14	2	12	25	5	10	23	11	15	22	16	-1	18	-1	24	7	17	-1	3	4	19
-1	-1	-1	17	23	-1	1	24	9	22	3	13	10	7	19	-1	15	11	20	14	12	18	21	2	16
18	16	-1	-1	22	15	-1	-1	23	19	8	24	-1	-1	-1	-1	-1	-1	12	4	6	5	25	14	11
3	12	-1	-1	19	-1	6	-1	-1	16	18	14	5	21	-1	-1	-1	17	13	25	-1	10	-1	7	-1
6	14	3	9	25	12	5	-1	24	15	11	-1	2	4	13	-1	-1	10	22	1	-1	7	16	8	18
12	-1	19	18	16	13	11	10	1	2	7	20	21	-1	5	24	8	-1	23	-1	9	14	17	6	3
24	21	17	8	20	-1	23	9	4	25	6	16	1	14	-1	-1	5	7	11	2	15	13	10	12	-1
11	1	-1	10	4	17	16	6	20	7	9	-1	22	8	12	25	21	18	14	13	-1	2	-1	-1	-1
7	23	5	-1	-1	22	21	-1	14	-1	17	10	19	-1	15	9	-1	6	3	-1	4	11	1	20	25
9	18	22	-1	5	10	-1	7	25	20	15	-1	16	19	8	13	4	-1	17	11	1	23	14	24	12
4	3	20	-1	1	6	8	-1	13	14	10	25	11	17	7	18	24	-1	15	23	16	-1	2	9	21
17	2	14	7	24	9	18	11	21	23	5	1	-1	13	3	16	22	8	25	10	20	15	6	19	4
13	10	23	25	-1	16	3	-1	12	1	22	9	24	20	21	14	6	2	19	5	18	-1	7	11	17
16	8	11	12	6	24	-1	15	-1	17	4	18	-1	-1	14	1	7	20	-1	21	-1	25	13	5	-1
