16
9	12	-1	-1	3	-1	1	-1	-1	-1	-1	6	-1	-1	15	-1
5	8	-1	6	-1	16	-1	-1	-1	11	9	10	4	2	3	-1
-1	-1	-1	-1	-1	8	-1	-1	-1	15	13	14	12	10	-1	9
-1	16	15	-1	11	12	9	-1	4	-1	-1	-1	8	-1	-1	5
-1	-1	-1	-1	14	-1	11	15	-1	-1	2	16	10	-1	8	3
14	10	-1	16	-1	-1	-1	12	-1	-1	3	7	-1	-1	1	6
3	2	-1	1	9	7	-1	-1	15	-1	-1	-1	-1	-1	-1	-1
6	-1	5	15	16	3	-1	8	13	1	4	-1	-1	-1	-1	7
2	-1	-1	-1	10	5	-1	9	-1	-1	16	-1	6	11	12	-1
7	9	16	13	-1	15	14	11	-1	-1	-1	4	1	3	-1	8
8	6	-1	-1	-1	-1	-1	-1	-1	-1	11	1	9	16	-1	-1
-1	14	12	-1	-1	-1	-1	4	10	9	8	-1	-1	13	5	-1
10	-1	13	-1	-1	9	7	16	-1	4	14	-1	5	1	6	-1
4	-1	-1	-1	5	11	12	3	9	-1	-1	-1	-1	7	-1	-1
-1	-1	14	12	4	-1	-1	-1	1	-1	7	8	-1	-1	9	16
-1	-1	2	9	6	14	15	-1	3	10	12	-1	-1	-1	-1	4
