16
-1	-1	15	-1	11	12	9	10	7	6	8	-1	4	-1	1	-1
-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	13	-1	6	-1	7
-1	1	3	2	-1	8	-1	-1	11	10	-1	9	-1	-1	-1	15
-1	-1	7	-1	15	16	13	14	3	-1	-1	-1	-1	-1	9	11
13	-1	-1	-1	-1	2	3	-1	14	-1	15	-1	-1	-1	-1	-1
-1	-1	-1	9	4	-1	-1	7	5	16	-1	-1	1	-1	-1	-1
-1	6	-1	5	-1	-1	14	-1	-1	-1	11	-1	2	-1	-1	-1
-1	-1	-1	-1	5	-1	-1	15	1	-1	-1	4	-1	8	-1	-1
9	-1	-1	16	10	6	8	-1	2	-1	14	11	13	7	3	-1
6	14	12	11	1	-1	2	-1	-1	-1	-1	-1	5	-1	-1	-1
7	2	5	13	-1	14	15	-1	9	-1	10	-1	-1	-1	-1	1
1	8	-1	-1	-1	9	-1	-1	-1	-1	5	-1	15	-1	-1	-1
11	-1	13	8	-1	7	-1	-1	10	-1	3	-1	-1	-1	15	6
-1	-1	-1	-1	14	5	-1	-1	6	-1	-1	-1	-1	-1	-1	4
5	-1	-1	-1	-1	15	-1	3	-1	11	2	14	9	-1	7	-1
-1	10	14	7	-1	-1	4	8	-1	-1	-1	15	-1	3	12	5
