16
-1	-1	-1	-1	-1	-1	15	-1	-1	-1	3	-1	6	7	-1	-1
14	-1	-1	16	5	-1	-1	-1	-1	9	-1	12	2	3	-1	-1
-1	-1	-1	8	1	4	3	2	-1	13	-1	16	10	11	-1	9
2	-1	-1	4	-1	12	-1	-1	6	-1	-1	-1	-1	15	16	-1
5	-1	-1	-1	-1	9	4	16	7	3	-1	-1	1	-1	14	11
-1	-1	-1	14	-1	-1	-1	-1	-1	-1	1	-1	3	-1	-1	-1
13	16	-1	-1	8	1	-1	3	11	-1	2	15	-1	-1	5	6
-1	-1	-1	-1	14	-1	-1	11	9	-1	-1	-1	-1	-1	7	-1
12	-1	11	5	16	-1	9	-1	13	2	-1	10	8	6	-1	-1
8	-1	4	-1	-1	2	-1	7	3	-1	5	-1	-1	-1	9	-1
3	-1	-1	-1	-1	-1	6	1	16	-1	-1	9	11	-1	2	-1
-1	-1	-1	-1	4	11	-1	-1	-1	15	6	-1	5	-1	-1	-1
1	-1	-1	-1	11	13	-1	-1	5	-1	-1	-1	12	14	-1	10
-1	-1	-1	11	-1	14	-1	-1	8	-1	16	-1	-1	-1	-1	4
-1	-1	-1	-1	-1	10	-1	-1	15	-1	-1	1	16	5	6	2
16	9	-1	-1	-1	15	-1	-1	12	-1	13	-1	7	-1	-1	-1
