25
2	13	6	16	18	4	5	17	14	15	7	24	-1	3	19	9	21	1	12	22	11	23	25	10	20
20	-1	-1	8	3	9	25	1	2	18	14	10	22	11	13	23	7	6	17	24	-1	12	5	16	4
25	-1	7	1	11	21	10	3	13	24	9	20	-1	12	16	14	4	2	18	15	6	17	8	22	19
22	14	-1	10	9	-1	7	-1	20	11	6	17	21	23	2	25	5	8	3	-1	-1	18	1	15	24
5	24	-1	21	12	6	23	22	8	19	18	1	-1	15	25	10	11	16	20	13	-1	2	7	3	-1
6	9	14	3	25	-1	21	8	18	-1	2	13	23	4	11	20	17	-1	1	10	15	19	12	24	5
7	-1	23	5	13	11	-1	20	25	1	19	15	10	24	17	-1	9	3	16	-1	18	8	-1	14	21
12	18	22	-1	16	14	9	6	3	17	21	5	20	25	-1	-1	24	23	15	-1	2	10	13	1	11
24	8	-1	17	20	13	15	12	22	-1	-1	-1	16	14	6	5	19	11	2	7	25	9	3	4	-1
11	10	1	15	4	2	19	23	24	5	22	-1	3	-1	9	21	25	14	13	18	7	6	17	20	16
13	25	10	23	15	8	18	11	17	7	24	-1	9	20	22	-1	14	19	5	-1	1	-1	16	12	-1
17	7	2	14	-1	15	20	19	-1	6	12	3	1	-1	5	22	16	25	10	8	23	11	-1	21	18
9	21	-1	22	5	23	1	24	-1	14	16	8	6	19	15	4	13	17	11	3	-1	7	10	25	2
4	19	3	20	1	22	16	9	21	2	-1	7	25	17	10	24	18	15	-1	12	14	5	-1	-1	8
16	12	8	11	6	25	3	5	10	13	23	14	18	2	4	7	1	9	21	20	17	15	24	19	-1
19	5	-1	-1	17	-1	-1	15	23	-1	20	-1	-1	18	-1	2	12	21	8	16	4	13	14	6	-1
-1	22	20	18	2	1	11	10	6	12	13	-1	15	5	24	19	3	4	9	25	8	16	21	17	7
-1	-1	11	12	8	17	14	18	7	4	3	22	19	9	21	-1	20	10	6	-1	24	1	23	2	25
-1	3	13	4	21	16	2	25	5	20	8	6	-1	10	-1	11	15	7	24	1	12	22	19	18	9
10	1	24	6	7	19	13	21	9	8	4	25	2	16	12	17	23	18	22	-1	5	3	20	11	15
8	17	-1	25	23	18	12	2	16	21	10	19	13	7	3	15	6	20	-1	11	22	24	4	9	1
18	20	16	7	22	5	6	14	11	25	17	2	24	-1	8	3	-1	-1	4	9	19	21	15	23	13
3	4	-1	-1	19	10	22	-1	15	23	5	9	14	21	18	1	2	13	25	17	16	20	11	8	6
1	6	9	13	14	20	-1	4	19	3	15	16	11	22	23	18	8	24	7	21	10	-1	2	5	12
21	11	-1	2	10	24	8	13	1	9	25	4	12	6	20	16	22	5	-1	23	3	14	18	7	17
