25
19	22	9	21	3	18	14	-1	7	4	23	2	24	-1	1	5	10	-1	6	-1	11	8	16	15	12
7	11	18	1	20	15	24	3	23	22	14	6	4	10	13	16	21	12	8	2	25	17	5	19	-1
2	25	16	12	4	21	13	19	9	8	20	11	-1	15	3	-1	18	23	-1	17	24	7	-1	10	6
17	6	-1	14	8	25	2	16	5	20	19	18	12	9	22	1	7	15	24	11	13	21	3	23	4
15	23	5	24	-1	10	11	1	6	12	21	17	8	-1	16	25	4	3	9	19	20	2	22	-1	18
12	4	-1	20	25	13	8	24	1	9	18	7	3	17	14	23	5	22	19	-1	15	10	11	-1	-1
14	9	21	-1	5	7	22	-1	15	23	-1	8	16	6	20	17	13	2	25	1	12	19	4	3	-1
-1	19	7	3	10	2	-1	18	16	21	4	9	22	1	24	11	20	6	14	15	5	23	17	8	-1
-1	2	-1	8	17	14	-1	5	11	25	15	23	19	13	21	9	12	10	-1	3	-1	22	20	18	7
11	-1	-1	-1	15	4	17	20	19	3	2	5	10	12	-1	21	24	8	7	18	9	14	6	1	13
3	12	8	9	22	23	-1	2	24	5	17	20	7	-1	6	18	14	25	13	21	-1	4	-1	11	15
10	15	-1	17	19	20	4	11	25	-1	-1	14	-1	21	8	6	3	9	16	12	-1	13	2	7	5
23	13	4	11	2	8	21	-1	18	16	12	24	15	5	19	10	22	17	1	20	14	25	9	6	3
16	18	14	6	1	12	15	13	22	10	3	4	25	-1	9	7	11	19	2	5	21	20	8	24	17
20	5	-1	-1	21	6	9	14	3	-1	13	1	-1	11	10	4	23	24	15	8	22	16	18	12	19
4	1	15	25	18	22	23	6	8	19	7	3	9	14	2	13	16	-1	20	10	-1	12	24	5	-1
8	24	3	19	7	17	5	4	14	15	-1	10	11	-1	23	22	1	21	12	9	6	18	13	2	16
22	-1	11	13	14	1	-1	9	2	18	5	16	-1	4	12	24	6	7	17	23	19	-1	15	20	-1
21	-1	23	-1	-1	16	7	12	-1	11	1	15	13	24	18	19	8	5	-1	25	-1	9	14	22	10
5	20	12	-1	9	-1	-1	21	13	24	8	22	6	-1	17	15	2	4	18	14	7	11	23	25	1
-1	8	19	15	16	-1	-1	23	12	14	10	25	20	2	7	3	17	13	11	-1	18	5	21	9	22
18	14	2	-1	23	5	-1	25	10	13	24	-1	17	-1	15	20	9	1	21	7	8	6	12	16	11
-1	21	20	22	24	11	18	8	17	7	-1	12	-1	3	4	-1	19	14	5	6	10	15	25	13	23
25	7	17	-1	11	9	16	-1	21	-1	6	-1	14	8	5	12	15	18	-1	-1	3	1	19	-1	20
1	3	13	5	-1	19	-1	-1	-1	-1	9	21	23	18	11	-1	25	16	10	22	2	24	7	-1	14
