16
-1	10	9	8	-1	14	-1	-1	-1	15	16	13	4	2	1	3
-1	2	11	14	3	8	1	-1	5	-1	6	-1	-1	-1	16	9
13	12	-1	3	16	-1	9	4	14	-1	11	2	5	-1	-1	6
-1	1	-1	-1	13	2	7	5	-1	-1	8	9	11	15	-1	-1
12	11	10	9	-1	5	-1	7	4	-1	-1	-1	14	13	15	16
8	7	-1	-1	10	-1	-1	-1	16	-1	13	15	-1	-1	3	4
16	-1	14	13	-1	-1	4	-1	-1	10	9	11	-1	5	7	-1
-1	-1	2	-1	-1	13	-1	15	8	6	5	7	-1	9	11	-1
10	-1	-1	2	-1	-1	-1	9	1	8	7	6	12	11	-1	5
11	5	-1	12	7	10	2	14	9	-1	15	-1	-1	-1	-1	1
-1	8	16	7	1	-1	5	-1	-1	11	14	-1	3	10	-1	-1
-1	-1	1	15	8	-1	-1	-1	3	5	12	-1	9	-1	2	7
2	13	12	-1	5	-1	-1	1	-1	-1	3	-1	16	14	-1	10
1	-1	15	-1	9	-1	-1	-1	-1	16	2	-1	7	12	4	-1
3	16	8	-1	12	-1	14	2	-1	9	4	-1	-1	6	-1	11
-1	9	-1	-1	4	11	13	-1	15	12	-1	-1	1	3	8	2
