16
1	6	7	8	-1	-1	-1	16	-1	2	13	-1	5	12	-1	14
3	10	12	5	8	-1	11	4	6	15	1	-1	-1	9	-1	2
9	-1	15	-1	7	14	2	10	5	12	-1	11	-1	8	4	6
2	-1	14	11	1	6	5	12	8	7	-1	9	15	3	10	13
13	-1	4	9	-1	2	-1	7	16	10	8	3	11	15	6	-1
6	5	2	16	9	-1	10	-1	-1	-1	15	1	13	7	12	4
11	8	-1	-1	5	1	-1	-1	13	4	12	-1	-1	16	-1	9
15	14	-1	12	4	16	-1	11	9	6	5	7	-1	1	-1	8
7	-1	16	15	-1	12	6	14	10	8	-1	-1	-1	4	-1	-1
5	12	6	-1	-1	-1	1	8	-1	14	-1	15	9	-1	7	-1
-1	2	11	1	16	-1	9	15	12	3	-1	13	6	-1	8	10
-1	9	8	3	13	5	7	2	-1	-1	4	6	14	11	-1	12
4	-1	1	2	-1	7	-1	-1	11	9	-1	12	-1	14	13	-1
16	15	-1	14	10	-1	12	-1	7	5	6	8	4	-1	1	3
-1	11	9	-1	2	3	4	1	15	13	-1	16	8	-1	-1	7
8	7	5	-1	14	15	16	-1	3	1	-1	4	-1	10	9	11
