16
13	11	8	-1	16	2	7	9	6	-1	1	14	10	12	3	5
9	3	15	16	11	14	5	12	4	2	13	10	6	7	1	8
6	5	1	12	10	13	-1	3	8	-1	16	9	4	14	2	11
14	2	7	10	4	6	1	8	-1	12	-1	11	16	15	9	13
3	4	2	1	5	7	8	6	15	13	14	16	11	9	12	-1
11	12	10	-1	1	3	4	2	7	5	6	8	15	13	16	14
7	8	6	5	13	15	16	14	11	9	10	12	3	-1	4	2
15	16	14	13	9	11	12	10	3	1	2	4	7	5	8	6
16	13	4	11	3	8	-1	1	9	6	5	7	14	10	15	12
8	10	9	3	12	4	13	7	14	11	15	1	5	-1	6	16
-1	14	12	7	6	5	11	15	16	10	8	3	-1	4	13	9
1	15	5	6	14	9	10	16	13	4	12	2	8	3	11	7
5	7	13	2	15	12	14	11	1	16	4	6	9	8	10	3
10	1	3	8	-1	16	-1	13	2	14	11	15	12	6	5	4
4	9	16	15	8	10	6	5	12	3	-1	13	2	11	14	1
12	6	11	14	2	1	3	4	10	8	9	5	13	16	7	15
