25
1	-1	-1	24	8	-1	5	19	16	23	-1	-1	7	18	-1	-1	11	21	-1	-1	12	6	-1	20	25
-1	7	23	10	22	-1	13	25	-1	-1	-1	-1	-1	-1	6	19	4	-1	12	24	14	21	-1	18	5
11	-1	-1	5	6	-1	12	-1	3	-1	-1	21	-1	-1	13	22	-1	18	-1	7	-1	1	-1	-1	-1
-1	2	-1	18	12	6	-1	-1	15	11	-1	24	-1	4	1	23	-1	-1	-1	-1	-1	7	19	3	10
-1	-1	-1	20	17	-1	-1	-1	18	21	10	25	5	-1	-1	14	-1	1	9	13	11	-1	-1	23	-1
10	5	13	25	-1	-1	-1	21	-1	20	17	15	-1	-1	-1	6	12	-1	-1	-1	18	2	14	4	-1
21	-1	2	-1	16	-1	-1	-1	-1	12	14	-1	13	-1	8	-1	19	-1	3	-1	25	17	7	-1	11
-1	19	6	15	-1	-1	25	-1	22	8	-1	11	21	-1	18	24	-1	-1	2	-1	-1	-1	3	-1	12
-1	-1	-1	-1	-1	-1	19	5	-1	2	-1	-1	12	16	3	15	25	13	-1	-1	9	20	21	-1	-1
12	24	14	-1	1	-1	17	11	4	3	20	7	25	-1	2	5	21	-1	-1	22	-1	-1	-1	-1	16
14	17	15	-1	-1	21	1	12	9	-1	11	23	10	25	-1	18	13	-1	6	-1	8	3	-1	19	-1
20	16	-1	12	-1	5	8	3	-1	19	13	-1	-1	1	-1	9	-1	22	-1	10	21	23	17	2	6
-1	-1	-1	-1	10	-1	2	18	-1	15	-1	-1	-1	-1	19	11	23	25	7	1	5	12	20	16	-1
2	1	18	-1	25	7	-1	17	23	24	-1	12	16	5	4	-1	-1	20	19	8	22	11	10	13	14
-1	-1	19	-1	23	11	16	-1	10	13	9	2	-1	7	14	-1	24	5	-1	21	-1	15	-1	25	18
5	-1	20	16	2	15	-1	24	-1	1	12	-1	-1	19	9	-1	-1	23	-1	-1	-1	-1	-1	-1	-1
7	18	-1	17	14	20	-1	6	-1	5	-1	-1	2	-1	-1	-1	-1	15	11	-1	19	-1	22	21	3
23	15	22	-1	-1	12	-1	-1	-1	-1	4	13	-1	14	-1	17	5	19	25	9	7	18	11	-1	-1
-1	21	-1	19	-1	23	-1	-1	17	-1	-1	-1	11	-1	15	7	1	-1	24	-1	2	16	-1	-1	4
-1	10	-1	1	-1	3	4	-1	-1	-1	-1	16	-1	21	7	2	-1	14	-1	18	-1	5	23	-1	-1
-1	6	17	-1	9	24	23	-1	8	4	2	-1	1	-1	11	16	-1	-1	22	19	-1	25	-1	-1	-1
22	-1	10	13	15	-1	11	-1	5	-1	-1	-1	4	-1	23	-1	-1	24	-1	17	-1	-1	-1	6	-1
25	20	1	-1	-1	-1	3	-1	12	-1	-1	-1	-1	22	21	-1	-1	7	-1	-1	10	-1	15	17	19
-1	-1	-1	2	-1	25	-1	-1	21	18	7	-1	-1	-1	16	4	-1	-1	1	-1	-1	8	12	9	-1
-1	-1	16	-1	-1	17	-1	1	-1	10	15	19	24	-1	5	-1	-1	6	-1	-1	-1	-1	13	-1	2
