16
10	11	9	-1	3	2	1	-1	14	13	16	-1	5	7	8	-1
14	-1	13	16	11	-1	9	-1	6	5	8	7	-1	3	4	2
-1	7	5	8	15	14	13	16	-1	1	4	-1	-1	11	-1	10
-1	3	-1	4	7	6	5	8	10	9	12	-1	13	15	16	14
4	1	2	-1	10	-1	8	-1	11	14	6	12	16	13	7	15
5	10	-1	-1	12	7	3	13	16	15	9	4	11	2	-1	-1
-1	-1	15	14	1	4	16	6	-1	2	7	-1	8	-1	10	3
13	-1	7	9	2	11	-1	15	3	-1	1	-1	6	12	5	-1
9	2	-1	7	6	1	-1	14	8	4	11	-1	12	-1	-1	5
3	13	10	-1	8	16	7	9	1	12	-1	-1	14	4	2	11
-1	14	11	5	4	13	2	10	-1	16	3	-1	7	-1	1	8
8	6	4	1	5	3	12	11	7	10	2	14	15	16	-1	13
1	-1	3	-1	9	5	6	-1	4	11	13	16	-1	-1	-1	12
16	9	-1	-1	13	12	-1	2	5	6	-1	1	3	-1	-1	7
7	4	-1	13	14	15	11	-1	-1	-1	10	8	2	5	6	16
-1	-1	6	-1	16	8	10	3	-1	7	-1	-1	4	1	-1	-1
