16
16	15	-1	13	8	10	5	9	-1	12	-1	6	-1	2	4	1
8	3	10	9	16	-1	6	4	13	5	-1	-1	14	15	-1	12
11	1	-1	2	-1	12	13	-1	16	4	15	-1	6	8	5	10
6	4	5	12	14	2	15	-1	3	10	8	1	9	7	13	16
2	16	6	5	11	14	-1	-1	9	8	3	-1	13	-1	7	4
10	12	15	14	6	9	7	5	4	16	11	-1	2	3	1	8
4	-1	13	-1	10	16	3	8	12	2	7	14	11	6	15	-1
-1	-1	11	8	4	-1	2	-1	5	-1	6	-1	10	14	16	9
-1	11	-1	4	7	8	9	16	1	6	-1	-1	15	10	3	13
7	8	1	6	2	4	10	13	15	9	16	3	5	-1	12	14
15	13	9	16	12	5	11	-1	7	-1	10	2	1	4	-1	-1
12	5	3	10	15	6	14	1	-1	13	4	11	7	16	-1	2
-1	6	8	7	1	3	-1	-1	14	15	-1	-1	12	9	-1	11
-1	14	16	-1	5	7	8	6	-1	-1	9	12	4	-1	2	3
1	2	-1	3	9	11	12	10	6	7	5	8	16	13	14	-1
9	10	-1	11	13	15	16	14	2	3	1	4	8	-1	6	-1
