16
7	6	8	5	4	3	2	1	16	13	15	14	9	-1	-1	10
3	2	4	1	12	-1	10	9	8	5	7	6	13	16	-1	-1
11	10	12	9	16	15	14	13	4	1	3	2	5	8	7	6
-1	14	16	13	-1	7	6	5	12	9	11	10	1	4	3	2
13	3	-1	10	5	6	1	12	9	7	8	16	14	-1	-1	11
6	8	1	4	2	14	7	10	11	12	5	3	15	9	16	13
14	12	-1	11	3	9	15	-1	-1	2	4	13	7	-1	-1	-1
2	9	7	16	11	13	8	4	14	15	6	1	-1	3	10	5
4	7	13	12	10	-1	9	3	1	11	14	15	-1	6	-1	16
8	1	2	3	13	16	4	11	7	6	9	5	10	-1	14	12
5	15	11	6	14	2	12	7	3	10	16	8	4	13	1	-1
9	16	10	14	-1	-1	5	-1	2	4	13	12	3	11	8	7
16	13	9	-1	1	10	3	8	15	14	2	11	6	5	12	4
10	5	-1	8	9	4	16	15	13	3	12	-1	11	-1	2	1
1	4	3	2	6	12	-1	-1	5	8	10	9	16	-1	13	-1
12	11	14	15	7	5	-1	2	6	16	1	4	8	10	9	3
