16
5	12	-1	-1	-1	-1	15	-1	-1	-1	4	-1	-1	-1	2	14
8	7	16	-1	-1	4	14	-1	3	13	10	15	-1	-1	-1	6
-1	-1	-1	-1	1	-1	7	8	-1	14	11	5	-1	16	3	9
6	-1	1	-1	-1	10	12	-1	9	2	16	-1	8	-1	11	-1
2	14	-1	15	5	-1	6	4	13	16	-1	-1	-1	8	1	-1
10	8	-1	5	7	13	16	15	-1	1	2	-1	-1	-1	6	12
1	16	-1	6	10	9	-1	3	11	12	-1	14	-1	-1	7	5
12	-1	7	13	-1	2	-1	1	5	-1	8	6	-1	15	9	4
9	6	-1	7	15	14	10	12	-1	8	-1	-1	4	-1	13	16
16	10	8	3	13	1	4	9	15	5	6	11	-1	7	14	2
14	11	15	1	6	5	2	-1	7	4	12	-1	9	3	-1	8
-1	-1	12	-1	11	8	3	-1	16	-1	14	10	5	-1	-1	1
-1	1	2	4	-1	-1	-1	-1	-1	11	9	12	14	13	-1	15
-1	-1	6	8	-1	15	13	14	2	3	-1	4	10	-1	-1	11
11	9	10	12	-1	3	-1	2	14	-1	13	16	6	-1	-1	-1
15	13	-1	16	-1	-1	-1	10	-1	7	5	-1	2	-1	4	3
