16
3	1	8	2	4	13	16	11	7	9	6	5	10	-1	15	12
6	15	5	11	12	-1	2	7	3	16	10	-1	4	1	13	9
14	16	9	10	5	15	1	6	2	-1	4	12	3	8	11	7
12	7	4	13	9	10	8	3	1	14	11	15	2	5	6	16
13	-1	-1	16	6	8	7	5	-1	11	9	10	1	3	4	2
9	-1	11	12	14	-1	-1	13	4	3	1	2	5	7	8	6
5	6	-1	8	-1	4	3	1	16	15	13	14	-1	11	12	10
1	2	3	4	10	12	11	9	-1	7	5	6	13	15	16	14
2	4	1	3	11	6	12	14	5	-1	8	9	16	13	7	15
8	5	10	6	16	9	4	15	13	12	-1	7	11	-1	14	-1
7	13	16	9	3	-1	10	-1	15	-1	14	11	-1	-1	5	4
-1	11	-1	14	13	7	5	2	6	1	16	-1	8	9	-1	3
10	3	13	15	1	5	6	12	9	8	-1	16	14	4	2	11
4	8	-1	1	7	2	14	10	11	5	12	3	15	16	9	13
16	9	2	7	8	11	-1	-1	-1	6	15	1	12	10	3	5
11	-1	14	-1	15	3	-1	-1	10	4	2	13	7	6	1	8
