25
18	16	2	21	12	19	7	-1	10	13	8	17	5	25	23	11	6	14	15	20	-1	-1	24	9	22
5	11	14	25	6	2	-1	-1	17	24	18	20	16	-1	22	9	-1	-1	3	12	15	13	21	23	19
24	-1	-1	9	8	4	6	20	25	-1	21	11	15	2	10	23	22	19	16	5	18	-1	14	7	-1
20	19	4	3	17	16	22	23	15	11	1	6	9	13	14	-1	8	7	18	-1	2	12	-1	5	10
10	15	7	23	22	9	21	18	5	-1	-1	4	12	24	-1	-1	-1	25	1	13	11	6	20	8	16
7	18	8	16	21	13	4	11	2	23	6	9	14	3	25	10	17	1	-1	22	12	5	19	24	-1
14	3	6	17	9	-1	25	7	21	-1	-1	18	-1	-1	16	4	24	15	8	-1	-1	11	10	1	2
13	22	12	10	15	18	14	6	1	-1	24	8	21	-1	20	7	19	-1	5	11	3	23	9	4	25
2	24	23	5	19	12	8	9	22	3	11	10	1	15	4	18	25	13	21	14	17	16	-1	20	7
11	25	-1	1	4	15	24	-1	-1	10	7	2	23	5	13	6	9	-1	12	3	22	21	8	14	18
1	6	-1	12	11	23	5	24	13	15	14	22	20	18	2	25	3	9	19	4	21	-1	-1	17	8
19	9	21	8	13	25	16	12	4	2	10	1	-1	-1	7	14	-1	-1	-1	18	-1	-1	3	11	5
17	7	18	4	-1	22	9	-1	3	19	15	16	11	12	8	-1	-1	6	13	10	-1	25	1	2	24
3	23	15	22	24	-1	-1	1	20	-1	19	5	25	9	17	16	-1	-1	-1	21	14	10	13	6	-1
16	-1	25	20	2	6	10	-1	8	17	-1	3	13	4	21	1	15	24	11	7	19	9	22	18	12
8	17	11	7	18	21	20	22	24	9	13	25	10	23	15	2	14	5	6	19	16	3	4	12	1
22	21	9	-1	16	7	17	10	11	25	4	-1	3	20	1	12	18	23	-1	15	6	8	5	13	14
15	-1	19	6	20	3	13	-1	12	1	-1	7	2	14	24	8	-1	10	22	25	9	-1	11	21	23
25	10	-1	13	3	14	2	-1	23	18	16	12	8	11	-1	20	1	21	7	-1	-1	22	15	19	-1
23	12	24	14	1	-1	19	15	16	6	9	21	18	22	5	3	13	11	4	17	10	2	7	-1	20
6	8	22	19	23	1	15	-1	-1	4	5	24	17	21	12	-1	11	20	10	16	7	14	2	3	9
12	20	16	11	-1	-1	23	2	6	-1	22	14	4	10	-1	19	5	-1	-1	8	-1	-1	18	15	13
9	2	1	18	25	10	11	-1	14	-1	-1	15	-1	8	3	24	7	17	23	6	5	-1	12	16	21
4	14	-1	15	5	24	3	19	7	8	2	13	6	16	18	22	21	12	9	1	25	-1	23	10	11
21	13	3	24	10	20	12	16	9	5	25	23	7	1	11	-1	4	18	14	2	8	-1	17	22	-1
