16
15	14	13	16	10	12	11	9	7	6	8	5	3	1	2	-1
3	-1	1	4	6	8	7	-1	11	10	12	9	15	13	14	16
11	10	9	12	2	4	-1	1	15	14	16	13	7	5	6	8
7	6	5	8	-1	16	-1	13	3	2	4	1	-1	9	10	12
8	16	7	9	11	2	4	14	13	3	15	10	6	12	1	5
4	13	2	10	8	1	6	7	14	12	5	11	9	16	15	-1
6	1	15	14	5	3	10	-1	-1	9	7	16	13	4	8	11
5	3	-1	11	13	9	16	15	6	8	1	4	-1	-1	7	2
-1	4	16	6	3	10	-1	8	12	11	14	15	5	2	13	7
2	11	14	-1	4	5	12	6	16	13	9	7	10	8	3	1
12	7	-1	-1	1	14	2	11	10	5	6	8	-1	15	16	9
10	9	8	5	15	7	13	16	1	-1	3	2	12	14	11	6
14	15	11	-1	16	6	5	2	4	7	13	12	8	3	9	10
9	5	6	7	12	15	14	10	8	1	2	3	16	11	4	13
13	12	4	2	7	11	8	3	9	16	10	-1	1	6	-1	15
16	8	10	3	9	13	1	4	5	-1	11	6	2	7	12	14
