16
3	-1	7	11	5	1	6	15	12	13	-1	2	9	14	16	10
4	1	9	13	12	2	7	14	8	16	10	3	-1	6	15	11
10	14	12	15	4	16	11	13	5	9	-1	7	8	3	1	2
-1	5	16	6	9	8	3	-1	15	14	-1	1	4	12	7	13
13	15	14	16	10	11	9	12	6	-1	5	8	3	1	2	4
-1	7	-1	8	-1	15	13	16	-1	3	-1	4	11	9	10	12
9	11	10	12	2	3	1	4	14	15	13	16	7	5	6	8
1	3	2	4	-1	7	5	8	-1	11	9	12	15	13	14	16
8	-1	3	10	13	5	2	7	4	1	16	6	12	-1	11	14
16	13	15	7	11	12	14	6	9	-1	8	5	1	2	4	3
11	2	1	14	16	4	15	9	7	-1	3	13	10	8	5	-1
6	12	4	5	3	10	8	-1	11	2	14	15	16	7	13	9
12	10	5	3	8	-1	4	11	-1	6	15	14	2	-1	9	7
14	4	11	2	1	6	12	-1	-1	8	-1	9	13	10	3	15
-1	16	13	9	7	14	10	2	3	5	12	11	6	4	8	1
7	6	8	1	15	9	16	3	13	4	-1	10	14	11	12	5
