16
2	14	7	12	3	8	16	10	13	9	1	4	15	11	6	5
1	-1	6	5	2	12	13	4	11	7	8	3	16	10	14	9
16	13	11	4	7	5	9	6	15	12	14	10	1	2	3	8
8	10	3	9	1	15	14	11	-1	16	5	2	7	13	-1	-1
11	12	9	10	8	6	7	5	16	14	15	13	2	4	1	-1
-1	-1	13	14	4	2	3	1	8	6	-1	5	10	12	9	11
7	8	5	6	12	10	11	-1	4	2	-1	1	14	-1	13	15
3	4	1	2	16	14	-1	13	-1	10	11	9	-1	8	5	7
10	1	8	3	15	11	2	-1	5	4	12	6	13	9	7	16
-1	9	15	16	13	7	12	3	14	1	2	11	5	6	8	10
12	6	14	11	5	9	10	8	7	15	13	16	4	3	2	1
-1	7	2	13	6	4	1	16	10	3	9	-1	11	14	15	12
6	5	12	1	9	16	8	7	2	11	4	14	3	-1	10	13
13	11	4	8	14	-1	6	15	3	5	10	12	9	7	16	2
14	2	10	7	11	3	5	12	9	13	16	15	8	1	4	6
9	3	16	15	10	-1	4	2	1	8	6	7	12	5	11	14
