25
19	5	22	16	23	8	24	1	9	-1	7	18	3	-1	-1	-1	25	20	-1	4	21	11	2	10	-1
-1	-1	-1	15	11	12	-1	16	-1	2	9	4	22	-1	24	13	10	3	7	19	8	17	-1	-1	-1
25	13	2	1	17	22	10	15	23	7	8	-1	16	6	-1	14	5	-1	-1	9	3	4	24	19	12
4	12	10	3	-1	6	5	11	25	14	23	15	19	13	21	-1	17	-1	1	2	18	20	7	22	16
7	24	8	18	21	17	20	19	3	4	5	2	10	12	-1	11	-1	23	22	16	1	6	13	-1	9
-1	-1	23	17	14	13	-1	9	8	21	11	20	5	15	-1	2	4	-1	16	25	10	1	6	7	24
8	-1	12	2	-1	24	3	23	-1	15	6	14	-1	10	13	7	20	1	18	11	-1	5	9	-1	25
24	7	-1	11	-1	2	16	-1	20	-1	18	19	12	-1	22	17	-1	14	10	6	-1	-1	4	21	13
9	4	3	-1	25	11	1	6	12	10	17	21	-1	7	-1	15	13	-1	5	23	14	22	18	2	20
-1	-1	20	13	5	14	17	7	4	-1	-1	23	-1	25	-1	19	3	21	9	22	15	16	12	-1	11
17	6	7	23	24	-1	9	2	18	1	-1	5	21	4	-1	-1	14	13	11	10	20	15	8	-1	19
3	8	-1	25	19	7	12	-1	-1	16	15	-1	13	24	18	21	6	2	23	17	22	14	10	9	4
12	1	21	9	22	5	-1	14	15	17	10	-1	-1	-1	23	8	7	19	3	24	-1	13	-1	18	6
20	16	11	10	-1	23	6	-1	19	22	3	7	9	14	2	4	18	25	-1	1	5	-1	21	12	17
18	2	4	14	15	-1	21	13	24	3	-1	8	6	-1	17	5	9	16	12	20	25	23	1	11	7
21	-1	1	7	20	3	25	10	13	5	19	24	17	22	-1	-1	23	4	2	14	16	12	-1	6	8
5	19	14	6	2	18	8	17	7	11	12	16	1	-1	-1	9	24	22	20	21	13	25	23	15	10
10	25	16	22	-1	20	15	-1	6	19	21	9	23	18	11	1	-1	5	13	-1	17	-1	14	24	2
-1	17	-1	4	-1	1	23	12	14	-1	-1	10	-1	2	7	6	16	15	-1	8	9	21	22	5	-1
23	15	18	24	12	16	22	21	2	9	13	6	14	-1	5	25	11	-1	17	-1	4	19	20	1	3
16	3	9	12	6	-1	-1	25	1	20	14	22	-1	21	8	10	19	17	-1	15	7	2	5	13	23
1	22	-1	20	10	21	7	18	16	8	24	-1	15	5	19	23	-1	-1	4	-1	6	9	3	25	14
-1	14	25	-1	18	19	2	24	5	23	20	17	7	-1	-1	-1	22	9	8	12	-1	10	15	4	1
2	11	-1	5	7	-1	13	22	10	12	4	3	25	23	9	16	-1	6	-1	-1	24	-1	17	20	21
15	23	24	8	4	9	14	3	17	6	1	-1	2	-1	10	20	21	7	-1	-1	-1	18	19	16	22
