25
4	25	2	-1	12	13	19	21	8	9	-1	3	20	5	15	22	-1	17	-1	23	24	7	-1	-1	-1
20	11	-1	18	1	24	-1	15	-1	23	-1	13	14	4	-1	8	-1	-1	-1	-1	-1	17	-1	-1	19
8	6	17	10	14	2	16	-1	20	5	18	22	19	-1	9	24	7	11	1	15	13	21	-1	3	-1
13	23	15	5	24	11	1	10	-1	6	-1	-1	21	-1	7	9	4	19	25	3	-1	2	18	22	14
3	-1	19	-1	21	14	-1	-1	4	7	2	1	-1	-1	-1	-1	10	13	5	20	11	8	12	16	15
12	3	1	13	5	-1	-1	19	-1	-1	21	-1	-1	23	18	-1	-1	-1	8	-1	2	-1	-1	-1	17
24	-1	9	20	22	18	8	-1	7	17	12	4	16	-1	3	-1	19	6	2	14	-1	-1	-1	-1	13
11	7	25	17	10	16	22	9	2	-1	13	5	6	14	8	23	-1	-1	12	18	-1	-1	-1	19	4
23	-1	-1	2	4	-1	25	-1	13	-1	19	-1	24	17	-1	-1	9	7	20	1	8	-1	-1	-1	-1
16	8	6	19	15	1	23	24	14	-1	25	7	10	20	2	11	17	4	3	13	18	5	-1	21	-1
15	-1	11	-1	-1	17	20	-1	3	19	-1	25	2	10	12	7	24	18	-1	8	9	14	-1	6	-1
5	9	-1	21	18	22	-1	7	-1	15	-1	-1	11	16	6	25	13	1	17	-1	12	19	24	4	3
-1	-1	-1	1	8	6	5	14	25	11	-1	21	15	19	13	-1	12	-1	9	10	-1	22	7	20	18
10	19	-1	7	3	-1	18	2	21	16	9	24	-1	22	1	-1	-1	15	11	-1	5	23	-1	17	8
-1	4	12	-1	-1	8	24	13	9	1	7	14	-1	3	17	19	5	-1	23	22	-1	10	2	11	-1
6	-1	-1	-1	2	7	12	-1	11	-1	15	18	1	13	-1	3	-1	25	19	5	4	-1	10	14	22
18	1	4	-1	25	23	6	22	19	8	3	2	7	9	14	20	16	10	13	11	17	-1	21	24	5
14	-1	22	11	13	-1	9	-1	-1	-1	16	12	-1	21	-1	17	6	-1	-1	7	19	-1	8	15	-1
9	20	-1	-1	16	-1	21	-1	24	13	22	17	8	6	19	18	-1	-1	15	4	7	11	1	23	25
7	-1	-1	-1	19	5	-1	17	15	14	-1	-1	25	11	20	-1	-1	9	22	-1	-1	-1	-1	13	2
2	-1	23	4	-1	-1	7	8	-1	18	24	19	12	15	5	1	22	20	10	-1	14	25	3	-1	6
19	-1	10	24	17	4	-1	20	1	25	14	-1	-1	18	-1	16	3	12	-1	9	23	-1	5	2	-1
22	12	3	8	-1	19	-1	23	5	24	-1	-1	17	7	-1	13	-1	21	18	-1	1	4	15	10	-1
21	5	20	-1	7	9	14	-1	17	-1	1	10	13	2	-1	15	23	-1	4	24	22	16	19	-1	12
1	18	-1	-1	-1	-1	13	12	-1	22	4	-1	3	25	23	2	11	-1	7	19	-1	20	17	8	24
