16
2	-1	4	12	15	5	6	-1	9	14	10	-1	-1	3	11	-1
-1	-1	-1	-1	-1	12	-1	2	5	6	11	15	9	-1	-1	-1
1	14	11	15	-1	9	-1	8	4	-1	13	7	-1	2	6	5
-1	9	-1	-1	13	4	-1	16	-1	-1	-1	-1	-1	10	-1	-1
12	-1	-1	-1	-1	-1	5	-1	15	-1	16	14	2	-1	-1	-1
16	-1	13	-1	-1	-1	1	-1	7	-1	-1	6	-1	9	12	-1
-1	7	5	6	12	-1	9	11	-1	1	-1	2	14	13	-1	-1
4	3	1	2	16	-1	-1	-1	11	-1	12	10	-1	-1	8	-1
13	-1	-1	7	9	-1	15	-1	10	8	-1	5	1	11	14	2
5	-1	-1	9	6	-1	14	-1	1	-1	3	4	15	16	7	13
-1	-1	-1	11	1	-1	8	10	16	7	9	13	4	-1	5	-1
6	1	16	4	7	-1	-1	-1	-1	-1	-1	11	3	8	10	-1
-1	-1	15	-1	11	-1	4	13	-1	16	7	-1	-1	12	-1	-1
-1	4	-1	13	3	-1	16	9	-1	-1	-1	12	-1	-1	-1	-1
-1	5	12	3	2	-1	10	-1	-1	-1	-1	-1	13	15	9	16
-1	-1	-1	16	-1	-1	12	-1	13	-1	-1	3	11	-1	-1	-1
