16
4	1	-1	-1	12	14	-1	11	-1	5	7	13	-1	-1	-1	-1
-1	2	14	15	-1	9	-1	13	8	10	1	3	4	12	5	6
7	12	3	13	-1	-1	8	5	15	4	9	-1	1	-1	14	11
-1	10	-1	5	1	3	2	-1	14	-1	6	11	-1	13	7	16
-1	-1	15	14	2	-1	16	9	4	13	11	8	-1	10	3	12
3	5	12	11	-1	1	-1	8	10	-1	2	7	13	16	9	-1
-1	-1	7	9	13	15	10	-1	12	6	5	1	11	4	2	14
13	4	2	10	14	5	11	-1	16	9	3	15	-1	6	1	-1
12	-1	4	2	9	10	14	16	-1	-1	15	5	-1	8	11	-1
5	9	-1	7	-1	2	-1	-1	11	16	13	4	-1	-1	-1	10
15	14	11	1	4	13	12	7	3	8	-1	9	16	-1	6	-1
8	-1	10	3	5	11	-1	15	-1	2	-1	12	9	1	13	4
-1	11	-1	12	15	16	13	-1	-1	7	-1	-1	2	3	4	1
2	3	-1	4	11	-1	-1	-1	-1	15	-1	14	6	7	-1	5
14	15	13	16	-1	8	-1	6	-1	3	4	2	-1	-1	-1	9
6	7	5	8	3	4	-1	2	9	11	12	-1	-1	15	16	13
