16
15	14	-1	12	-1	13	-1	7	3	8	10	9	6	-1	4	16
-1	-1	13	-1	-1	3	8	1	4	6	5	12	-1	-1	-1	14
-1	-1	4	1	12	11	14	-1	15	-1	7	13	5	10	9	-1
8	6	-1	-1	-1	16	15	9	-1	11	14	2	13	-1	7	-1
4	-1	-1	6	14	7	-1	2	13	-1	9	16	11	5	3	-1
10	15	3	-1	6	1	12	5	11	14	2	4	9	8	-1	7
-1	7	9	-1	13	8	4	-1	5	12	-1	-1	14	-1	1	15
11	5	12	14	9	15	16	-1	8	7	-1	-1	10	4	13	2
-1	2	1	8	-1	4	-1	13	12	-1	-1	14	7	-1	5	6
14	10	16	9	1	-1	-1	-1	7	3	-1	8	2	-1	-1	-1
12	13	7	-1	8	9	3	10	-1	-1	6	-1	1	14	-1	-1
6	11	15	5	2	12	-1	-1	9	4	13	1	3	16	-1	10
-1	-1	2	3	11	10	-1	12	-1	13	-1	15	-1	-1	-1	5
9	12	10	-1	15	-1	13	-1	6	-1	8	7	4	3	2	1
13	16	-1	15	7	-1	5	8	2	1	-1	-1	-1	-1	10	9
5	8	6	7	3	-1	1	4	10	9	-1	11	16	15	14	13
