25
8	-1	-1	17	7	-1	3	16	-1	1	21	22	20	9	24	5	14	2	19	6	13	25	-1	-1	15
23	24	1	12	-1	7	2	10	-1	20	8	15	-1	6	16	-1	13	3	17	4	9	21	18	22	5
25	5	3	10	13	15	-1	24	-1	-1	14	4	2	18	23	-1	1	20	-1	7	16	12	8	11	-1
-1	9	16	21	2	5	8	6	13	-1	7	-1	17	25	-1	-1	-1	12	15	24	-1	-1	3	20	1
-1	19	20	-1	6	11	18	9	21	-1	3	-1	13	1	12	10	16	8	25	22	17	7	2	-1	24
16	25	2	-1	20	22	9	-1	18	-1	-1	14	10	17	8	-1	15	1	-1	11	-1	-1	13	4	21
19	-1	13	9	8	3	-1	20	11	-1	25	12	16	2	4	22	23	14	18	17	10	1	24	6	7
17	18	14	7	-1	1	25	23	-1	24	22	21	9	19	-1	6	-1	5	10	13	15	-1	11	12	-1
3	-1	24	23	-1	13	10	14	6	-1	11	1	18	-1	20	8	12	16	21	-1	-1	5	25	9	17
-1	10	11	6	-1	16	7	21	-1	8	23	24	5	15	-1	9	3	-1	4	19	-1	22	20	18	2
-1	4	17	19	3	25	-1	2	5	-1	16	-1	22	11	15	7	8	21	24	18	1	6	-1	13	-1
10	7	-1	15	-1	20	6	11	8	16	-1	18	21	14	5	25	-1	17	13	1	3	4	12	-1	19
24	13	8	1	9	14	-1	18	7	3	4	-1	-1	12	25	19	22	-1	-1	-1	21	11	-1	2	10
5	14	6	11	25	21	13	15	23	19	2	8	1	-1	17	-1	10	9	12	3	18	-1	16	-1	22
18	2	12	16	21	24	1	-1	9	-1	19	3	7	13	10	14	6	11	-1	-1	8	17	-1	25	23
-1	8	21	18	-1	19	5	12	24	15	13	11	4	23	2	1	17	10	-1	20	6	9	14	3	25
2	23	19	24	5	6	-1	17	20	-1	-1	9	8	3	22	13	25	18	14	21	-1	10	1	15	4
14	-1	-1	3	17	10	11	-1	-1	2	5	7	25	20	21	15	24	4	-1	8	12	18	22	19	-1
11	-1	4	25	1	8	21	22	14	18	15	-1	-1	10	19	16	-1	6	3	-1	7	2	23	5	13
13	-1	-1	22	-1	9	23	3	-1	-1	18	-1	14	16	1	2	19	-1	11	5	24	8	21	-1	20
-1	-1	23	8	-1	2	14	-1	3	9	-1	25	-1	4	18	20	11	13	16	10	5	-1	17	21	12
-1	-1	-1	2	18	12	4	-1	16	21	10	13	11	22	14	-1	7	24	6	23	20	15	19	8	3
-1	17	5	14	-1	23	-1	-1	10	11	24	-1	3	-1	7	12	-1	-1	-1	-1	2	13	6	16	18
12	16	7	20	11	-1	24	-1	15	13	17	2	23	21	6	3	5	-1	8	25	22	14	-1	-1	9
-1	-1	10	13	24	-1	19	-1	22	6	20	16	12	5	-1	18	4	15	2	14	25	23	7	1	-1
