16
-1	-1	4	2	-1	16	15	-1	-1	-1	-1	9	-1	7	-1	6
13	-1	16	14	2	-1	-1	1	-1	6	7	-1	-1	11	9	-1
5	7	-1	6	10	12	-1	9	4	2	-1	1	16	-1	13	14
9	-1	12	10	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	2
4	13	11	-1	-1	14	-1	-1	-1	5	-1	12	-1	-1	16	-1
-1	-1	3	-1	13	-1	-1	2	-1	-1	6	-1	5	-1	11	-1
-1	-1	-1	-1	16	9	-1	-1	-1	11	4	14	-1	-1	-1	-1
-1	14	-1	7	-1	11	5	12	-1	13	16	-1	1	-1	4	8
11	16	-1	4	-1	7	-1	-1	-1	-1	14	10	2	8	3	-1
7	2	-1	12	-1	-1	16	10	13	9	1	4	-1	5	-1	-1
3	-1	10	9	-1	1	-1	-1	6	-1	-1	2	13	4	-1	7
-1	1	15	5	-1	2	13	4	-1	7	-1	-1	-1	9	-1	-1
-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	11
-1	-1	-1	11	9	5	-1	8	-1	15	-1	-1	-1	1	-1	-1
8	-1	1	-1	11	-1	-1	14	5	-1	12	-1	9	-1	7	13
15	-1	-1	-1	-1	-1	12	-1	14	1	2	-1	-1	-1	-1	-1
